gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,overall score
,2,1,,,81,88,90,86.33333333333333
,1,2,,,54,64,68,62.0
,3,2,,,68,64,66,66.0
,2,4,,,54,48,52,51.333333333333336
,3,4,,,59,78,76,71.0
,1,5,,,66,69,68,67.66666666666667
,4,4,,,76,71,72,73.0
,3,3,,,74,79,82,78.33333333333333
,1,0,,,94,87,92,91.0
,2,4,,,63,61,54,59.333333333333336
,4,0,,,95,89,92,92.0
,3,3,,,40,59,54,51.0
,1,5,,,82,82,80,81.33333333333333
,0,2,,,68,70,66,68.0
,1,1,,,55,59,54,56.0
,2,3,,,79,78,77,78.0
,2,1,,,86,92,87,88.33333333333333
,3,4,,,76,71,73,73.33333333333333
,0,5,,,64,50,43,52.333333333333336
,3,5,,,62,49,52,54.333333333333336
,1,5,,,54,61,62,59.0
,1,3,,,77,97,94,89.33333333333333
,2,5,,,76,87,85,82.66666666666667
,3,4,,,74,89,84,82.33333333333333
,4,4,,,66,74,73,71.0
,3,5,,,66,78,78,74.0
,1,2,,,67,78,79,74.66666666666667
,3,4,,,71,49,52,57.333333333333336
,2,0,,,91,86,84,87.0
,3,1,,,69,58,57,61.333333333333336
,2,3,,,54,59,50,54.333333333333336
,2,2,,,53,52,49,51.333333333333336
,4,4,,,68,60,59,62.333333333333336
,2,5,,,56,61,60,59.0
,2,2,,,36,53,43,44.0
,3,1,,,29,41,47,39.0
,2,0,,,62,74,70,68.66666666666667
,2,0,,,68,67,73,69.33333333333333
,2,5,,,47,54,53,51.333333333333336
,4,0,,,62,61,58,60.333333333333336
,4,0,,,79,88,94,87.0
,1,2,,,73,69,68,70.0
,2,1,,,66,83,83,77.33333333333333
,2,0,,,51,60,58,56.333333333333336
,3,2,,,51,66,62,59.666666666666664
,4,1,,,85,66,71,74.0
,0,0,,,97,92,86,91.66666666666667
,2,2,,,75,69,68,70.66666666666667
,3,0,,,79,82,80,80.33333333333333
,2,0,,,81,77,79,79.0
,3,0,,,82,95,89,88.66666666666667
,3,3,,,64,63,66,64.33333333333333
,4,5,,,78,83,80,80.33333333333333
,0,5,,,92,100,97,96.33333333333333
,2,2,,,72,67,64,67.66666666666667
,2,2,,,62,67,64,64.33333333333333
,2,3,,,79,72,69,73.33333333333333
,2,5,,,79,76,65,73.33333333333333
,1,1,,,87,90,88,88.33333333333333
,1,0,,,40,48,50,46.0
,3,4,,,77,62,64,67.66666666666667
,4,0,,,53,45,40,46.0
,2,4,,,32,39,33,34.666666666666664
,2,0,,,55,72,79,68.66666666666667
,2,3,,,61,67,66,64.66666666666667
,1,0,,,53,70,70,64.33333333333333
,3,5,,,73,66,62,67.0
,3,4,,,74,75,79,76.0
,2,4,,,63,74,74,70.33333333333333
,2,1,,,96,90,92,92.66666666666667
,3,4,,,63,80,80,74.33333333333333
,1,1,,,48,51,46,48.333333333333336
,1,0,,,48,43,45,45.333333333333336
,4,1,,,92,100,100,97.33333333333333
,3,3,,,61,71,78,70.0
,1,2,,,63,48,47,52.666666666666664
,3,1,,,68,68,67,67.66666666666667
,1,4,,,71,75,70,72.0
,0,1,,,91,96,92,93.0
,2,4,,,53,62,56,57.0
,2,2,,,50,66,64,60.0
,4,2,,,74,81,71,75.33333333333333
,0,0,,,40,55,53,49.333333333333336
,0,4,,,61,51,52,54.666666666666664
,1,2,,,81,91,89,87.0
,1,4,,,48,56,58,54.0
,3,3,,,53,61,68,60.666666666666664
,3,5,,,81,97,96,91.33333333333333
,4,5,,,77,79,80,78.66666666666667
,3,1,,,63,73,78,71.33333333333333
,3,0,,,73,75,80,76.0
,3,4,,,69,77,77,74.33333333333333
,2,0,,,65,76,76,72.33333333333333
,0,2,,,55,73,73,67.0
,2,1,,,44,63,62,56.333333333333336
,2,4,,,54,64,65,61.0
,0,5,,,48,66,65,59.666666666666664
,2,4,,,58,57,54,56.333333333333336
,0,5,,,71,62,50,61.0
,4,1,,,68,68,64,66.66666666666667
,4,2,,,74,76,73,74.33333333333333
,2,1,,,92,100,99,97.0
,2,1,,,56,79,72,69.0
,1,2,,,30,24,15,23.0
,0,5,,,53,54,48,51.666666666666664
,3,2,,,69,77,73,73.0
,3,5,,,65,82,81,76.0
,3,3,,,54,60,63,59.0
,2,2,,,29,29,30,29.333333333333332
,4,4,,,76,78,80,78.0
,3,2,,,60,57,51,56.0
,3,3,,,84,89,90,87.66666666666667
,2,5,,,75,72,62,69.66666666666667
,2,0,,,85,84,82,83.66666666666667
,2,3,,,40,58,54,50.666666666666664
,4,4,,,61,64,62,62.333333333333336
,1,0,,,58,63,65,62.0
,3,4,,,69,60,63,64.0
,2,4,,,58,59,66,61.0
,2,1,,,94,90,91,91.66666666666667
,2,0,,,65,77,74,72.0
,0,0,,,82,93,93,89.33333333333333
,2,2,,,60,68,72,66.66666666666667
,4,1,,,37,45,38,40.0
,3,1,,,88,78,83,83.0
,3,3,,,95,81,84,86.66666666666667
,2,0,,,65,73,68,68.66666666666667
,2,2,,,35,61,54,50.0
,1,1,,,62,63,56,60.333333333333336
,2,2,,,58,51,52,53.666666666666664
,0,4,,,100,96,86,94.0
,4,1,,,61,58,62,60.333333333333336
,3,4,,,100,97,99,98.66666666666667
,1,0,,,69,70,63,67.33333333333333
,3,0,,,61,48,46,51.666666666666664
,3,4,,,49,57,46,50.666666666666664
,2,5,,,44,51,55,50.0
,3,4,,,67,64,70,67.0
,1,2,,,79,60,65,68.0
,1,1,,,66,74,81,73.66666666666667
,2,2,,,75,88,85,82.66666666666667
,3,5,,,84,84,80,82.66666666666667
,0,2,,,71,74,64,69.66666666666667
,1,2,,,67,80,81,76.0
,3,5,,,80,92,88,86.66666666666667
,4,4,,,86,76,74,78.66666666666667
,3,0,,,76,74,73,74.33333333333333
,3,2,,,41,52,51,48.0
,3,0,,,74,88,90,84.0
,1,5,,,72,81,79,77.33333333333333
,4,2,,,74,79,80,77.66666666666667
,1,2,,,70,65,60,65.0
,1,1,,,65,81,81,75.66666666666667
,3,0,,,59,70,65,64.66666666666667
,4,2,,,64,62,68,64.66666666666667
,1,2,,,50,53,55,52.666666666666664
,3,4,,,69,79,81,76.33333333333333
,2,5,,,51,56,53,53.333333333333336
,0,2,,,68,80,76,74.66666666666667
,3,4,,,85,86,98,89.66666666666667
,0,0,,,65,70,74,69.66666666666667
,1,5,,,73,79,79,77.0
,1,4,,,62,67,67,65.33333333333333
,2,0,,,77,67,64,69.33333333333333
,3,5,,,69,66,61,65.33333333333333
,3,0,,,43,60,58,53.666666666666664
,3,0,,,90,87,85,87.33333333333333
,2,4,,,74,77,73,74.66666666666667
,2,5,,,73,66,63,67.33333333333333
,3,4,,,55,71,69,65.0
,2,2,,,65,69,67,67.0
,3,0,,,80,63,63,68.66666666666667
,2,5,,,50,60,60,56.666666666666664
,2,4,,,63,73,71,69.0
,1,1,,,77,85,87,83.0
,2,4,,,73,74,61,69.33333333333333
,3,0,,,81,72,77,76.66666666666667
,2,2,,,66,76,68,70.0
,3,0,,,52,57,50,53.0
,2,4,,,69,78,76,74.33333333333333
,2,0,,,65,84,84,77.66666666666667
,3,2,,,69,77,78,74.66666666666667
,1,4,,,50,64,66,60.0
,4,4,,,73,78,76,75.66666666666667
,2,5,,,70,82,76,76.0
,3,0,,,81,75,78,78.0
,3,4,,,63,61,60,61.333333333333336
,3,2,,,67,72,74,71.0
,1,2,,,60,68,60,62.666666666666664
,1,2,,,62,55,54,57.0
,2,5,,,29,40,44,37.666666666666664
,1,4,,,62,66,68,65.33333333333333
,4,3,,,94,99,100,97.66666666666667
,4,4,,,85,75,68,76.0
,3,0,,,77,78,73,76.0
,0,2,,,53,58,44,51.666666666666664
,4,4,,,93,90,83,88.66666666666667
,2,0,,,49,53,53,51.666666666666664
,4,0,,,73,76,78,75.66666666666667
,2,1,,,66,74,81,73.66666666666667
,3,0,,,77,77,73,75.66666666666667
,2,5,,,49,63,56,56.0
,3,4,,,79,89,86,84.66666666666667
,2,0,,,75,82,90,82.33333333333333
,0,1,,,59,72,70,67.0
,3,0,,,57,78,79,71.33333333333333
,2,2,,,66,66,59,63.666666666666664
,4,1,,,79,81,82,80.66666666666667
,1,5,,,57,67,72,65.33333333333333
,0,1,,,87,84,87,86.0
,3,4,,,63,64,67,64.66666666666667
,1,5,,,59,63,64,62.0
,0,1,,,62,72,65,66.33333333333333
,3,2,,,46,34,36,38.666666666666664
,2,4,,,66,59,52,59.0
,3,2,,,89,87,79,85.0
,3,0,,,42,61,58,53.666666666666664
,2,4,,,93,84,90,89.0
,4,5,,,80,85,85,83.33333333333333
,3,4,,,98,100,99,99.0
,3,3,,,81,81,84,82.0
,1,5,,,60,70,74,68.0
,1,0,,,76,94,87,85.66666666666667
,2,0,,,73,78,72,74.33333333333333
,2,0,,,96,96,99,97.0
,2,2,,,76,76,74,75.33333333333333
,4,0,,,91,73,80,81.33333333333333
,2,4,,,62,72,70,68.0
,3,5,,,55,59,59,57.666666666666664
,1,5,,,74,90,88,84.0
,2,2,,,50,48,42,46.666666666666664
,1,4,,,47,43,41,43.666666666666664
,4,4,,,81,74,71,75.33333333333333
,4,0,,,65,75,77,72.33333333333333
,4,5,,,68,51,57,58.666666666666664
,3,2,,,73,92,84,83.0
,2,4,,,53,39,37,43.0
,1,0,,,68,77,80,75.0
,0,5,,,55,46,43,48.0
,2,4,,,87,89,94,90.0
,3,5,,,55,47,44,48.666666666666664
,4,4,,,53,58,57,56.0
,2,3,,,67,57,59,61.0
,2,0,,,92,79,84,85.0
,1,4,,,53,66,73,64.0
,3,0,,,81,71,73,75.0
,2,2,,,61,60,55,58.666666666666664
,3,1,,,80,73,72,75.0
,0,0,,,37,57,56,50.0
,2,2,,,81,84,82,82.33333333333333
,2,0,,,59,73,72,68.0
,1,4,,,55,55,47,52.333333333333336
,3,0,,,72,79,74,75.0
,3,2,,,69,75,71,71.66666666666667
,2,4,,,69,64,68,67.0
,2,1,,,50,60,59,56.333333333333336
,1,4,,,87,84,86,85.66666666666667
,3,5,,,71,69,68,69.33333333333333
,4,4,,,68,72,65,68.33333333333333
,2,3,,,79,77,75,77.0
,2,5,,,77,90,85,84.0
,2,0,,,58,55,53,55.333333333333336
,4,0,,,84,95,92,90.33333333333333
,3,4,,,55,58,52,55.0
,4,1,,,70,68,72,70.0
,3,4,,,52,59,65,58.666666666666664
,1,4,,,69,77,77,74.33333333333333
,2,2,,,53,72,64,63.0
,3,5,,,48,58,54,53.333333333333336
,3,5,,,78,81,86,81.66666666666667
,1,2,,,62,62,63,62.333333333333336
,3,4,,,60,63,59,60.666666666666664
,1,2,,,74,72,72,72.66666666666667
,2,2,,,58,75,77,70.0
,1,2,,,76,62,60,66.0
,3,5,,,68,71,75,71.33333333333333
,0,4,,,58,60,57,58.333333333333336
,1,2,,,52,48,49,49.666666666666664
,3,1,,,75,73,74,74.0
,1,5,,,52,67,72,63.666666666666664
,2,1,,,62,78,79,73.0
,1,4,,,66,65,60,63.666666666666664
,1,5,,,49,58,55,54.0
,1,2,,,66,72,70,69.33333333333333
,2,4,,,35,44,43,40.666666666666664
,0,4,,,72,79,82,77.66666666666667
,4,0,,,94,85,82,87.0
,3,0,,,46,56,57,53.0
,1,3,,,77,90,84,83.66666666666667
,1,2,,,76,85,82,81.0
,2,0,,,52,59,62,57.666666666666664
,2,1,,,91,81,79,83.66666666666667
,1,5,,,32,51,44,42.333333333333336
,4,5,,,72,79,77,76.0
,1,4,,,19,38,32,29.666666666666668
,2,0,,,68,65,61,64.66666666666667
,2,3,,,52,65,61,59.333333333333336
,1,2,,,48,62,60,56.666666666666664
,3,4,,,60,66,70,65.33333333333333
,3,2,,,66,74,69,69.66666666666667
,4,5,,,89,84,77,83.33333333333333
,1,2,,,42,52,51,48.333333333333336
,4,0,,,57,68,73,66.0
,3,2,,,70,70,70,70.0
,4,0,,,70,84,81,78.33333333333333
,4,4,,,69,60,54,61.0
,2,0,,,52,55,57,54.666666666666664
,2,5,,,67,73,68,69.33333333333333
,2,5,,,76,80,73,76.33333333333333
,4,0,,,87,94,95,92.0
,1,4,,,82,85,87,84.66666666666667
,2,4,,,73,76,78,75.66666666666667
,0,4,,,75,81,74,76.66666666666667
,3,4,,,64,74,75,71.0
,4,2,,,41,45,40,42.0
,2,2,,,90,75,69,78.0
,1,1,,,59,54,51,54.666666666666664
,0,5,,,51,31,36,39.333333333333336
,0,2,,,45,47,49,47.0
,2,3,,,54,64,67,61.666666666666664
,4,5,,,87,84,76,82.33333333333333
,2,2,,,72,80,83,78.33333333333333
,1,5,,,94,86,87,89.0
,0,1,,,45,59,64,56.0
,3,1,,,61,70,76,69.0
,1,2,,,60,72,68,66.66666666666667
,2,5,,,77,91,88,85.33333333333333
,0,5,,,85,90,92,89.0
,3,1,,,78,90,93,87.0
,4,4,,,49,52,51,50.666666666666664
,1,2,,,71,87,82,80.0
,2,5,,,48,58,52,52.666666666666664
,2,2,,,62,67,58,62.333333333333336
,2,0,,,56,68,70,64.66666666666667
,2,5,,,65,69,76,70.0
,3,5,,,69,86,81,78.66666666666667
,1,5,,,68,54,53,58.333333333333336
,0,4,,,61,60,57,59.333333333333336
,2,1,,,74,86,89,83.0
,0,1,,,64,60,58,60.666666666666664
,1,2,,,77,82,89,82.66666666666667
,1,4,,,58,50,45,51.0
,2,2,,,60,64,74,66.0
,4,2,,,73,64,57,64.66666666666667
,0,2,,,75,82,79,78.66666666666667
,1,0,,,58,57,53,56.0
,2,0,,,66,77,73,72.0
,3,2,,,39,52,46,45.666666666666664
,2,5,,,64,58,51,57.666666666666664
,1,2,,,23,44,36,34.333333333333336
,1,4,,,74,77,76,75.66666666666667
,3,5,,,40,65,64,56.333333333333336
,4,3,,,90,85,84,86.33333333333333
,2,3,,,91,85,85,87.0
,3,2,,,64,54,50,56.0
,2,2,,,59,72,68,66.33333333333333
,3,0,,,80,75,69,74.66666666666667
,2,3,,,71,67,67,68.33333333333333
,0,2,,,61,68,63,64.0
,4,4,,,87,85,93,88.33333333333333
,4,5,,,82,67,61,70.0
,2,5,,,62,64,55,60.333333333333336
,1,1,,,97,97,96,96.66666666666667
,1,4,,,75,68,65,69.33333333333333
,2,1,,,65,79,81,75.0
,1,2,,,52,49,46,49.0
,2,0,,,87,73,72,77.33333333333333
,2,0,,,53,62,53,56.0
,4,3,,,81,86,87,84.66666666666667
,3,1,,,39,42,38,39.666666666666664
,2,4,,,71,71,80,74.0
,2,0,,,97,93,91,93.66666666666667
,3,4,,,82,82,88,84.0
,2,2,,,59,53,52,54.666666666666664
,1,0,,,61,42,41,48.0
,4,0,,,78,74,72,74.66666666666667
,2,0,,,49,51,51,50.333333333333336
,1,2,,,59,58,47,54.666666666666664
,2,4,,,70,72,76,72.66666666666667
,1,0,,,82,84,78,81.33333333333333
,4,0,,,90,90,82,87.33333333333333
,2,1,,,43,62,61,55.333333333333336
,2,4,,,80,64,66,70.0
,3,4,,,81,82,84,82.33333333333333
,2,5,,,57,61,54,57.333333333333336
,3,5,,,59,72,80,70.33333333333333
,3,0,,,64,76,74,71.33333333333333
,2,1,,,63,64,66,64.33333333333333
,4,1,,,71,70,70,70.33333333333333
,1,2,,,64,73,71,69.33333333333333
,3,1,,,55,46,44,48.333333333333336
,4,0,,,51,51,54,52.0
,2,0,,,62,76,80,72.66666666666667
,4,0,,,93,100,95,96.0
,2,2,,,54,72,59,61.666666666666664
,3,4,,,69,65,74,69.33333333333333
,3,2,,,44,51,48,47.666666666666664
,4,4,,,86,85,91,87.33333333333333
,4,0,,,85,92,85,87.33333333333333
,0,3,,,50,67,73,63.333333333333336
,3,5,,,88,74,75,79.0
,4,0,,,59,62,69,63.333333333333336
,4,5,,,32,34,38,34.666666666666664
,1,2,,,36,29,27,30.666666666666668
,1,5,,,63,78,79,73.33333333333333
,3,0,,,67,54,63,61.333333333333336
,3,5,,,65,78,82,75.0
,3,3,,,85,84,89,86.0
,2,3,,,73,78,74,75.0
,0,2,,,34,48,41,41.0
,3,1,,,93,100,100,97.66666666666667
,3,5,,,67,84,84,78.33333333333333
,3,4,,,88,77,77,80.66666666666667
,1,2,,,57,48,51,52.0
,3,4,,,79,84,91,84.66666666666667
,2,1,,,67,75,72,71.33333333333333
,4,1,,,70,64,70,68.0
,3,1,,,50,42,48,46.666666666666664
,0,4,,,69,84,82,78.33333333333333
,2,1,,,52,61,66,59.666666666666664
,2,1,,,47,62,66,58.333333333333336
,1,0,,,46,61,55,54.0
,4,4,,,68,70,66,68.0
,4,1,,,100,100,100,100.0
,2,2,,,44,61,52,52.333333333333336
,2,0,,,57,77,80,71.33333333333333
,1,4,,,91,96,91,92.66666666666667
,3,2,,,69,70,67,68.66666666666667
,2,2,,,35,53,46,44.666666666666664
,3,2,,,72,66,66,68.0
,1,0,,,54,65,65,61.333333333333336
,3,2,,,74,70,69,71.0
,4,5,,,74,64,60,66.0
,4,0,,,64,56,52,57.333333333333336
,3,2,,,65,61,71,65.66666666666667
,4,0,,,46,43,44,44.333333333333336
,2,5,,,48,56,51,51.666666666666664
,2,4,,,67,74,70,70.33333333333333
,3,4,,,62,57,62,60.333333333333336
,3,0,,,61,71,73,68.33333333333333
,2,1,,,70,75,74,73.0
,2,0,,,98,87,90,91.66666666666667
,3,4,,,70,63,58,63.666666666666664
,0,0,,,67,57,53,59.0
,4,2,,,57,58,57,57.333333333333336
,3,4,,,85,81,85,83.66666666666667
,3,5,,,77,68,69,71.33333333333333
,2,3,,,72,66,72,70.0
,3,3,,,78,91,96,88.33333333333333
,2,2,,,81,66,64,70.33333333333333
,0,5,,,61,62,61,61.333333333333336
,1,2,,,58,68,61,62.333333333333336
,2,0,,,54,61,58,57.666666666666664
,1,2,,,82,82,80,81.33333333333333
,3,4,,,49,58,60,55.666666666666664
,1,5,,,49,50,52,50.333333333333336
,4,2,,,57,75,73,68.33333333333333
,4,2,,,94,73,71,79.33333333333333
,3,4,,,75,77,83,78.33333333333333
,4,5,,,74,74,72,73.33333333333333
,2,2,,,58,52,54,54.666666666666664
,2,4,,,62,69,69,66.66666666666667
,4,0,,,72,57,62,63.666666666666664
,2,4,,,84,87,81,84.0
,3,3,,,92,100,100,97.33333333333333
,3,2,,,45,63,59,55.666666666666664
,2,2,,,75,81,71,75.66666666666667
,0,4,,,56,58,64,59.333333333333336
,3,5,,,48,54,53,51.666666666666664
,4,0,,,100,100,100,100.0
,2,5,,,65,76,75,72.0
,3,4,,,72,57,58,62.333333333333336
,3,4,,,62,70,72,68.0
,0,5,,,66,68,64,66.0
,2,4,,,63,63,60,62.0
,4,0,,,68,76,67,70.33333333333333
,1,1,,,75,84,80,79.66666666666667
,3,1,,,89,100,100,96.33333333333333
,2,5,,,78,72,69,73.0
,0,2,,,53,50,60,54.333333333333336
,3,4,,,49,65,61,58.333333333333336
,0,4,,,54,63,67,61.333333333333336
,2,4,,,64,82,77,74.33333333333333
,1,4,,,60,62,60,60.666666666666664
,2,0,,,62,65,58,61.666666666666664
,3,2,,,55,41,48,48.0
,2,0,,,91,95,94,93.33333333333333
,1,2,,,8,24,23,18.333333333333332
,3,5,,,81,78,78,79.0
,1,5,,,79,85,86,83.33333333333333
,0,4,,,78,87,91,85.33333333333333
,2,5,,,74,75,82,77.0
,0,2,,,57,51,54,54.0
,2,0,,,40,59,51,50.0
,4,5,,,81,75,76,77.33333333333333
,0,5,,,44,45,45,44.666666666666664
,3,4,,,67,86,83,78.66666666666667
,4,2,,,86,81,75,80.66666666666667
,1,5,,,65,82,78,75.0
,3,0,,,55,76,76,69.0
,3,1,,,62,72,74,69.33333333333333
,0,2,,,63,63,62,62.666666666666664
,4,3,,,88,99,95,94.0
,2,2,,,62,55,55,57.333333333333336
,2,2,,,59,71,65,65.0
,3,4,,,68,78,77,74.33333333333333
,3,4,,,77,86,86,83.0
